   edgecnt,totalfence,    keycnt,       pts,     polys,       gen,      cost,  fencecnt
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,        10
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,        10
      6246,     13337,      4220,       410,        75,     17326,     11388,        10
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,        10
      6246,     13337,      4220,       410,        75,     17326,     11388,        10
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,        11
      6246,     13337,      4220,       410,        75,     17326,     11388,        16
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,        11
      6246,     13337,      4220,       410,        75,     17326,     11388,        11
      6246,     13337,      4220,       410,        75,     17326,     11388,         9
      6246,     13337,      4220,       410,        75,     17326,     11388,        10
      6246,     13337,      4220,       410,        75,     17326,     11388,        14
      6246,     13337,      4220,       410,        75,     17326,     11388,        16
      6246,     13337,      4220,       410,        75,     17326,     11388,        16
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,        14
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,        15
      6246,     13337,      4220,       410,        75,     17326,     11388,        15
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         9
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         9
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         9
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,        10
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         9
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         9
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,         7
      6246,     13337,      4220,       410,        75,     17326,     11388,        14
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,         6
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,        13
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,        11
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,        11
      6246,     13337,      4220,       410,        75,     17326,     11388,        11
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         8
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         4
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         3
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         2
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         5
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
      6246,     13337,      4220,       410,        75,     17326,     11388,         1
